"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","JPY/USD"
2447442,"1988/10/07","Fri",133.31
2447446,"1988/10/11","Tue",131.07
2447447,"1988/10/12","Wed",128.96
2447448,"1988/10/13","Thu",128.03
2447449,"1988/10/14","Fri",127.15
2447452,"1988/10/17","Mon",127.29
2447453,"1988/10/18","Tue",126.67
2447454,"1988/10/19","Wed",127.30
2447455,"1988/10/20","Thu",127.19
2447456,"1988/10/21","Fri",126.36
2447459,"1988/10/24","Mon",126.82
2447460,"1988/10/25","Tue",126.70
2447461,"1988/10/26","Wed",125.70
2447462,"1988/10/27","Thu",125.90
2447463,"1988/10/28","Fri",125.86
2447466,"1988/10/31","Mon",125.49
2447467,"1988/11/01","Tue",125.30
2447468,"1988/11/02","Wed",124.60
2447469,"1988/11/03","Thu",124.19
2447470,"1988/11/04","Fri",125.31
2447473,"1988/11/07","Mon",124.72
2447474,"1988/11/08","Tue",125.57
2447475,"1988/11/09","Wed",124.25
2447476,"1988/11/10","Thu",123.98
2447480,"1988/11/14","Mon",123.44
2447481,"1988/11/15","Tue",123.43
2447482,"1988/11/16","Wed",122.55
2447483,"1988/11/17","Thu",122.74
2447484,"1988/11/18","Fri",122.65
2447487,"1988/11/21","Mon",121.94
2447488,"1988/11/22","Tue",121.36
2447489,"1988/11/23","Wed",121.30
2447491,"1988/11/25","Fri",121.10
2447494,"1988/11/28","Mon",122.22
2447495,"1988/11/29","Tue",121.49
2447496,"1988/11/30","Wed",121.90
2447497,"1988/12/01","Thu",121.61
2447498,"1988/12/02","Fri",121.47
2447501,"1988/12/05","Mon",121.50
2447502,"1988/12/06","Tue",121.76
2447503,"1988/12/07","Wed",123.49
2447504,"1988/12/08","Thu",122.57
2447505,"1988/12/09","Fri",122.35
2447508,"1988/12/12","Mon",122.84
2447509,"1988/12/13","Tue",123.16
2447510,"1988/12/14","Wed",122.71
2447511,"1988/12/15","Thu",123.36
2447512,"1988/12/16","Fri",124.50
2447515,"1988/12/19","Mon",124.10
2447516,"1988/12/20","Tue",125.10
2447517,"1988/12/21","Wed",124.35
2447518,"1988/12/22","Thu",124.70
2447519,"1988/12/23","Fri",124.85
2447523,"1988/12/27","Tue",124.85
2447524,"1988/12/28","Wed",125.59
2447525,"1988/12/29","Thu",125.84
2447526,"1988/12/30","Fri",125.05
2447530,"1989/01/03","Tue",123.60
2447531,"1989/01/04","Wed",125.04
2447532,"1989/01/05","Thu",125.59
2447533,"1989/01/06","Fri",126.62
2447536,"1989/01/09","Mon",126.45
2447537,"1989/01/10","Tue",126.30
2447538,"1989/01/11","Wed",126.13
2447539,"1989/01/12","Thu",126.17
2447540,"1989/01/13","Fri",126.70
2447544,"1989/01/17","Tue",127.76
2447545,"1989/01/18","Wed",128.50
2447546,"1989/01/19","Thu",129.70
2447547,"1989/01/20","Fri",128.27
2447550,"1989/01/23","Mon",127.80
2447551,"1989/01/24","Tue",127.64
2447552,"1989/01/25","Wed",127.73
2447553,"1989/01/26","Thu",128.15
2447554,"1989/01/27","Fri",129.24
2447557,"1989/01/30","Mon",129.36
2447558,"1989/01/31","Tue",130.50
2447559,"1989/02/01","Wed",129.59
2447560,"1989/02/02","Thu",129.14
2447561,"1989/02/03","Fri",129.66
2447564,"1989/02/06","Mon",129.65
2447565,"1989/02/07","Tue",129.28
2447566,"1989/02/08","Wed",129.60
2447567,"1989/02/09","Thu",128.58
2447568,"1989/02/10","Fri",128.49
2447571,"1989/02/13","Mon",128.41
2447572,"1989/02/14","Tue",126.73
2447573,"1989/02/15","Wed",126.40
2447574,"1989/02/16","Thu",126.32
2447575,"1989/02/17","Fri",125.90
2447579,"1989/02/21","Tue",126.75
2447580,"1989/02/22","Wed",126.57
2447581,"1989/02/23","Thu",126.20
2447582,"1989/02/24","Fri",126.32
2447585,"1989/02/27","Mon",126.54
2447586,"1989/02/28","Tue",126.87
2447587,"1989/03/01","Wed",128.11
2447588,"1989/03/02","Thu",127.88
2447589,"1989/03/03","Fri",127.70
2447592,"1989/03/06","Mon",128.85
2447593,"1989/03/07","Tue",128.75
2447594,"1989/03/08","Wed",128.70
2447595,"1989/03/09","Thu",129.05
2447596,"1989/03/10","Fri",129.49
2447599,"1989/03/13","Mon",129.88
2447600,"1989/03/14","Tue",129.67
2447601,"1989/03/15","Wed",130.60
2447602,"1989/03/16","Thu",131.22
2447603,"1989/03/17","Fri",131.60
2447606,"1989/03/20","Mon",131.70
2447607,"1989/03/21","Tue",131.28
2447608,"1989/03/22","Wed",131.15
2447609,"1989/03/23","Thu",131.20
2447610,"1989/03/24","Fri",131.51
2447613,"1989/03/27","Mon",132.70
2447614,"1989/03/28","Tue",133.07
2447615,"1989/03/29","Wed",132.84
2447616,"1989/03/30","Thu",132.94
2447617,"1989/03/31","Fri",132.76
2447620,"1989/04/03","Mon",132.06
2447621,"1989/04/04","Tue",130.90
2447622,"1989/04/05","Wed",131.81
2447623,"1989/04/06","Thu",131.92
2447624,"1989/04/07","Fri",132.45
2447627,"1989/04/10","Mon",132.64
2447628,"1989/04/11","Tue",132.75
2447629,"1989/04/12","Wed",132.98
2447630,"1989/04/13","Thu",132.20
2447631,"1989/04/14","Fri",132.15
2447634,"1989/04/17","Mon",131.94
2447635,"1989/04/18","Tue",131.52
